movie_title,genres,director_name,actor_1_name,actor_2_name,actor_3_name
the perfect game,Comedy Drama Family Sport,William Dear,Clifton Collins Jr.,Cheech Marin,Bruce McGill
the exorcist,Horror,William Friedkin,Ellen Burstyn,Linda Blair,Lee J. Cobb
jaws,Adventure Drama Thriller,Steven Spielberg,Roy Scheider,Robert Shaw,Murray Hamilton
american pie,Comedy,Paul Weitz,Alyson Hannigan,Shannon Elizabeth,Natasha Lyonne
ernest & celestine,Animation Comedy Crime Drama Family,Stéphane Aubier,Mackenzie Foy,Megan Mullally,Lambert Wilson
the golden child,Action Adventure Comedy Fantasy Mystery,Michael Ritchie,Victor Wong,Randall 'Tex' Cobb,Charlotte Lewis
think like a man,Comedy Romance,Tim Story,Chris Brown,Romany Malco,Regina Hall
barbershop,Comedy Drama,Tim Story,Sean Patrick Thomas,Jason George,Cedric the Entertainer
star trek ii: the wrath of khan,Action Adventure Sci-Fi,Nicholas Meyer,Leonard Nimoy,Kirstie Alley,Nichelle Nichols
ace ventura: pet detective,Comedy,Tom Shadyac,Sean Young,Udo Kier,David Margulies
wargames,Sci-Fi Thriller,John Badham,Matthew Broderick,Barry Corbin,Ally Sheedy
witness,Crime Drama Romance Thriller,Peter Weir,Harrison Ford,Viggo Mortensen,Lukas Haas
act of valor,Action Adventure Drama Thriller War,Mike McCoy,Alex Veadov,Jason Cottle,Rorke Denver
step up,Crime Drama Music Romance,Anne Fletcher,Channing Tatum,Alyson Stoner,Josh Henderson
beavis and butt-head do america,Adventure Animation Comedy Crime,Mike Judge,Bruce Willis,Demi Moore,John Doman
jackie brown,Crime Thriller,Quentin Tarantino,Robert De Niro,Sid Haig,Robert Forster
harold & kumar escape from guantanamo bay,Adventure Comedy,Jon Hurwitz,Danneel Ackles,Eric Winter,Beverly D'Angelo
chronicle,Drama Sci-Fi Thriller,Josh Trank,Michael Kelly,Alex Russell,Ashley Hinshaw
yentl,Drama Musical Romance,Barbra Streisand,Miriam Margolyes,Amy Irving,Steven Hill
time bandits,Adventure Comedy Fantasy Sci-Fi,Terry Gilliam,Shelley Duvall,Michael Palin,Kenny Baker
crossroads,Comedy Drama,Tamra Davis,Britney Spears,Katherine Boecher,Dave Allen
project x,Comedy Crime,Nima Nourizadeh,Dax Flame,Kirby Bliss Blanton,Oliver Cooper
patton,Biography Drama War,Franklin J. Schaffner,George C. Scott,Karl Malden,Bill Hickman
one hour photo,Drama Thriller,Mark Romanek,Robin Williams,Gary Cole,Connie Nielsen
quarantine,Horror Sci-Fi Thriller,John Erick Dowdle,Andrew Fiscella,Jay Hernandez,Dania Ramirez
the eye,Horror Mystery,David Moreau,Chloë Grace Moretz,Alessandro Nivola,Obba Babatundé
johnson family vacation,Comedy,Christopher Erskin,Vanessa Williams,Shannon Elizabeth,Shad Moss
how high,Comedy Fantasy,Jesse Dylan,Hector Elizondo,Fred Willard,T.J. Thyne
the muppet christmas carol,Comedy Drama Family Fantasy Musical,Brian Henson,Steven Mackintosh,Jerry Nelson,Steve Whitmire
casino royale,Action Adventure Thriller,Martin Campbell,Eva Green,Tobias Menzies,Ivana Milicevic
frida,Biography Drama Romance,Julie Taymor,Salma Hayek,Roger Rees,Valeria Golino
katy perry: part of me,Documentary Music,Dan Cutforth,Lexie Contursi,Ashley Ashida Dixon,Anthony Burrell
the fault in our stars,Drama Romance,Josh Boone,Shailene Woodley,Sam Trammell,Nat Wolff
rounders,Crime Drama,John Dahl,Matt Damon,Martin Landau,Gretchen Mol
top five,Comedy Romance,Chris Rock,Rosario Dawson,Romany Malco,J.B. Smoove
prophecy,Horror Sci-Fi,John Frankenheimer,Talia Shire,Richard Dysart,Robert Foxworth
stir of echoes,Horror Mystery Thriller,David Koepp,Illeana Douglas,Kathryn Erbe,Lusia Strus
spartacus: war of the damned            ,Action Adventure Biography Drama History,unknown,Peter Mensah,Kelvin Taylor,Viva Bianca
philomena,Biography Drama,Stephen Frears,Steve Coogan,Mare Winningham,Peter Hermann
the upside of anger,Comedy Drama,Mike Binder,Alicia Witt,Erika Christensen,Joan Allen
the boys from brazil,Drama Thriller,Franklin J. Schaffner,Laurence Olivier,Anne Meara,Steve Guttenberg
aquamarine,Comedy Family Fantasy Romance,Elizabeth Allen Rosenbaum,Tammin Sursok,Joanna 'JoJo' Levesque,Dichen Lachman
paper towns,Drama Mystery Romance,Jake Schreier,Nat Wolff,Cara Delevingne,Meg Crosbie
my baby's daddy,Comedy,Cheryl Dunye,Michael Imperioli,Marsha Thomason,Bai Ling
nebraska,Adventure Comedy Drama,Alexander Payne,Devin Ratray,Bruce Dern,Will Forte
tales from the crypt: demon knight,Action Fantasy Horror Thriller,Ernest R. Dickerson,CCH Pounder,Jada Pinkett Smith,Gary Farmer
max keeble's big move,Comedy Crime Family,Tim Hill,Noel Fisher,Amber Valletta,Larry Miller
young adult,Comedy Drama,Jason Reitman,Charlize Theron,Patton Oswalt,Collette Wolfe
crank,Action Crime Thriller,Mark Neveldine,Jason Statham,Edi Gathegi,Jose Pablo Cantillo
how to be a player,Comedy,Lionel C. Martin,Bernie Mac,Gilbert Gottfried,Lark Voorhies
living out loud,Comedy Drama Romance,Richard LaGravenese,Holly Hunter,Eddie Cibrian,Jenette Goldstein
just wright,Comedy Romance Sport,Sanaa Hamri,Common,Laz Alonso,Mehcad Brooks
rachel getting married,Drama Romance,Jonathan Demme,Anne Hathaway,Rosemarie DeWitt,Bill Irwin
the postman always rings twice,Crime Drama Romance Thriller,Bob Rafelson,Anjelica Huston,Michael Lerner,John Colicos
girl with a pearl earring,Biography Drama Romance,Peter Webber,Scarlett Johansson,Colin Firth,Tom Wilkinson
das boot,Adventure Drama Thriller War,Wolfgang Petersen,Jürgen Prochnow,Martin Semmelrogge,Herbert Grönemeyer
the alamo,Drama History War Western,John Lee Hancock,Dennis Quaid,Marc Blucas,Jordi Mollà
sorority boys,Comedy,Wallace Wolodarsky,Heather Matarazzo,Barry Watson,Harland Williams
about time,Drama Fantasy Romance,Richard Curtis,Tom Hughes,Tom Hollander,Lindsay Duncan
house of flying daggers,Action Adventure Drama Romance,Yimou Zhang,Takeshi Kaneshiro,Andy Lau,Zhengyong Zhang
arbitrage,Drama Thriller,Nicholas Jarecki,Nate Parker,Curtiss Cook,Reg E. Cathey
project almanac,Sci-Fi Thriller,Dean Israelite,Gary Weeks,Jonny Weston,Sofia Black-D'Elia
cadillac records,Biography Drama Music,Darnell Martin,Cedric the Entertainer,Veronika Dash,Tammy Blanchard
screwed,Comedy Crime,Scott Alexander,Sarah Silverman,Dave Chappelle,Sherman Hemsley
fortress,Action Crime Sci-Fi Thriller,Stuart Gordon,Christopher Lambert,Kurtwood Smith,Clifton Collins Jr.
for your consideration,Comedy,Christopher Guest,John Michael Higgins,Catherine O'Hara,Ed Begley Jr.
celebrity,Comedy Drama,Woody Allen,Melanie Griffith,Aleksa Palladino,Greg Mottola
running with scissors,Comedy Drama,Ryan Murphy,Jill Clayburgh,Joseph Cross,Dagmara Dominczyk
from justin to kelly,Comedy Musical Romance,Robert Iscove,Anika Noni Rose,Kelly Clarkson,Brian Dietzen
girl 6,Comedy Drama,Spike Lee,Michael Imperioli,Debi Mazar,Gretchen Mol
in the cut,Mystery Thriller,Jane Campion,Jennifer Jason Leigh,Nick Damici,Susan Gardner
two lovers,Drama Romance,James Gray,Isabella Rossellini,Vinessa Shaw,Samantha Ivers
last orders,Drama,Fred Schepisi,Bob Hoskins,Ray Winstone,JJ Feild
the host,Comedy Drama Horror Sci-Fi,Joon-ho Bong,Doona Bae,Kang-ho Song,Ah-sung Ko
the pursuit of d.b. cooper,Adventure Crime Thriller,Roger Spottiswoode,Robert Duvall,Treat Williams,Paul Gleason
ravenous,Fantasy Horror Thriller,Antonia Bird,Jeremy Davies,Jeffrey Jones,David Arquette
charlie bartlett,Comedy Drama Romance,Jon Poll,Robert Downey Jr.,Megan Park,Hope Davis
the great beauty,Drama,Paolo Sorrentino,Toni Servillo,Sabrina Ferilli,Serena Grandi
the dangerous lives of altar boys,Comedy Drama,Peter Care,Kieran Culkin,Michael Harding,Jake Richardson
stoker,Drama Thriller,Chan-wook Park,Mia Wasikowska,Alden Ehrenreich,Harmony Korine
2046,Drama Romance Sci-Fi,Kar-Wai Wong,Li Gong,Tony Chiu Wai Leung,Maggie Cheung
married life,Crime Drama Romance,Ira Sachs,David Richmond-Peck,Erin Boyes,Timothy Webber
duma,Adventure Drama Family,Carroll Ballard,Eamonn Walker,Hope Davis,Campbell Scott
ondine,Drama Mystery Romance,Neil Jordan,Tony Curran,Stephen Rea,Alicja Bachleda
brother,Crime Drama Thriller,Takeshi Kitano,Omar Epps,Tatyana Ali,James Shigeta
welcome to collinwood,Comedy Crime,Anthony Russo,Michael Jeter,Isaiah Washington,Andy Davoli
critical care,Comedy Drama,Sidney Lumet,Kyra Sedgwick,Anne Bancroft,Albert Brooks
the life before her eyes,Drama Mystery Thriller,Vadim Perelman,Eva Amurri Martino,Lynn Cohen,Brett Cullen
darling companion,Comedy Drama Romance,Lawrence Kasdan,Dianne Wiest,Mark Duplass,Sam Shepard
trade,Crime Drama Thriller,Marco Kreuzpaintner,Zack Ward,Kate del Castillo,Alicja Bachleda
fateless,Drama Romance War,Lajos Koltai,Marcell Nagy,Péter Fancsikai,Bálint Péntek
breakfast of champions,Comedy,Alan Rudolph,Bruce Willis,Albert Finney,Omar Epps
"a woman, a gun and a noodle shop",Comedy Drama,Yimou Zhang,Honglei Sun,Ni Yan,Dahong Ni
cypher,Mystery Romance Sci-Fi Thriller,Vincenzo Natali,David Hewlett,Jeremy Northam,Kari Matchett
city of life and death,Drama History War,Chuan Lu,Ye Liu,Yuanyuan Gao,Ryu Kohata
home,Adventure Animation Comedy Family Fantasy Sci-Fi,Tim Johnson,Jim Parsons,Matt Jones,April Winchell
legend of kung fu rabbit,Action Adventure Animation Comedy Family,Lijun Sun,Jon Heder,Tom Arnold,Rebecca Black
space battleship yamato,Action Adventure Drama Sci-Fi,Takashi Yamazaki,Takuya Kimura,Meisa Kuroki,Hiroyuki Ikeuchi
5 days of war,Action Drama War,Renny Harlin,Richard Coyle,Kenneth Cranham,Ana Imnadze
triangle,Fantasy Mystery Thriller,Christopher Smith,Rachael Carpani,Michael Dorman,Emma Lung
10 days in a madhouse,Drama,Timothy Hines,Christopher Lambert,Kelly LeBrock,Alexandra Callas
heaven is for real,Biography Drama,Randall Wallace,Jacob Vargas,Connor Corum,Rob Moran
snatch,Comedy Crime,Guy Ritchie,Jason Statham,Brad Pitt,Jason Flemyng
dancin' it's on,Family Musical,David Winters,Gary Daniels,Matt Marr,Ginger Jensen
pet sematary,Fantasy Horror,Mary Lambert,Miko Hughes,Fred Gwynne,Denise Crosby
madadayo,Drama,Akira Kurosawa,Tatsuo Matsumura,Tetsu Watanabe,Akira Terao
the cry of the owl,Drama Thriller,Jamie Thraves,Paddy Considine,Caroline Dhavernas,Charlotte Sullivan
a tale of three cities,Drama,Mabel Cheung,Wei Tang,Ching Wan Lau,Hailu Qin
gremlins,Comedy Fantasy Horror,Joe Dante,Phoebe Cates,Harry Carey Jr.,Zach Galligan
star wars: episode iv - a new hope,Action Adventure Fantasy Sci-Fi,George Lucas,Harrison Ford,Peter Cushing,Kenny Baker
dirty grandpa,Comedy,Dan Mazer,Robert De Niro,Zoey Deutch,Jason Mantzoukas
doctor zhivago,Drama Romance War,David Lean,Julie Christie,Klaus Kinski,Geraldine Chaplin
trash,Adventure Crime Drama Mystery Thriller,Stephen Daldry,Wagner Moura,Selton Mello,Daniel Zettel
high school musical 3: senior year,Comedy Drama Family Music Musical Romance,Kenny Ortega,Lucas Grabeel,Matt Prokop,Corbin Bleu
the fighter,Biography Drama Sport,David O. Russell,Christian Bale,Jack McGee,Melissa McMeekin
jackass number two,Action Comedy Documentary,Jeff Tremaine,Bam Margera,Steve-O,Chris Pontius
my cousin vinny,Comedy Crime,Jonathan Lynn,Fred Gwynne,Bruce McGill,Lane Smith
if i stay,Drama Fantasy Music Romance,R.J. Cutler,Chloë Grace Moretz,Mireille Enos,Stacy Keach
drive hard,Action Comedy Crime,Brian Trenchard-Smith,Zoe Ventoura,Damien Garvey,Christopher Sommers
major league,Comedy Sport,David S. Ward,Corbin Bernsen,Tom Berenger,Rene Russo
st. trinian's,Comedy,Oliver Parker,Lily Cole,Rupert Everett,Tamsin Egerton
phone booth,Crime Thriller,Joel Schumacher,Radha Mitchell,John Enos III,Richard T. Jones
a walk to remember,Drama Romance,Adam Shankman,Lauren German,Peter Coyote,Paz de la Huerta
dead man walking,Crime Drama,Tim Robbins,Lois Smith,Celia Weston,Robert Prosky
cruel intentions,Drama Romance,Roger Kumble,Sarah Michelle Gellar,Sean Patrick Thomas,Eric Mabius
saw vi,Horror Mystery,Kevin Greutert,Costas Mandylor,Shawnee Smith,George Newbern
history of the world: part i,Comedy,Mel Brooks,Madeline Kahn,Sid Caesar,Dom DeLuise
the secret life of bees,Drama,Gina Prince-Bythewood,Nate Parker,Alicia Keys,Jennifer Hudson
corky romano,Comedy Crime,Rob Pritts,Vincent Pastore,Vinessa Shaw,Peter Berg
raising cain,Crime Drama Thriller,Brian De Palma,Steven Bauer,Gabrielle Carteris,Gregg Henry
f.i.s.t.,Drama,Norman Jewison,Sylvester Stallone,Peter Boyle,Rod Steiger
invaders from mars,Horror Sci-Fi,Tobe Hooper,Louise Fletcher,Bud Cort,William Bassett
brooklyn,Drama Romance,John Crowley,Julie Walters,Fiona Glascott,Eva Birthistle
barry lyndon,Adventure Drama History War,Stanley Kubrick,Ryan O'Neal,Steven Berkoff,Hardy Krüger
out cold,Comedy Sport,Brendan Malloy,Lee Majors,Jason London,Thomas Lennon
the ladies man,Comedy,Reginald Hudlin,Will Ferrell,John Witherspoon,Tim Meadows
quartet,Comedy Drama,Dustin Hoffman,Luke Newberry,Sheridan Smith,Pauline Collins
tomcats,Comedy,Gregory Poirier,Shannon Elizabeth,Jake Busey,David Ogden Stiers
frailty,Crime Drama Thriller,Bill Paxton,Matthew McConaughey,Powers Boothe,Matt O'Leary
woman in gold,Biography Drama History,Simon Curtis,Ryan Reynolds,Frances Fisher,Elizabeth McGovern
kinsey,Biography Drama,Bill Condon,Liam Neeson,Oliver Platt,Dylan Baker
army of darkness,Comedy Fantasy Horror,Sam Raimi,Patricia Tallman,Bridget Fonda,Embeth Davidtz
slackers,Comedy Romance,Dewey Nicks,Jaime King,Gedde Watanabe,Jim Rash
what's eating gilbert grape,Drama Romance,Lasse Hallström,Johnny Depp,Leonardo DiCaprio,Kevin Tighe
the visual bible: the gospel of john,Biography Drama History,Philip Saville,Henry Ian Cusick,Alan Van Sprang,Scott Handy
vera drake,Crime Drama,Mike Leigh,Eddie Marsan,Sally Hawkins,Imelda Staunton
the guru,Comedy Music Romance,Daisy von Scherler Mayer,Michael McKean,Dash Mihok,Jimi Mistry
the perez family,Comedy Drama Romance,Mira Nair,Anjelica Huston,Chazz Palminteri,Vincent Gallo
inside llewyn davis,Drama Music,Ethan Coen,Justin Timberlake,Max Casella,Alex Karpovsky
o,Drama Romance Thriller,Tim Blake Nelson,Mekhi Phifer,Andrew Keegan,John Heard
return to the blue lagoon,Adventure Drama Romance,William A. Graham,Milla Jovovich,Wayne Pygram,Lisa Pelikan
the molly maguires,Drama History,Martin Ritt,Frank Finlay,Anthony Zerbe,Samantha Eggar
romance & cigarettes,Comedy Musical Romance,John Turturro,Kate Winslet,Steve Buscemi,Eddie Izzard
copying beethoven,Biography Drama Music,Agnieszka Holland,Phyllida Law,David Kennedy,Angus Barnett
poltergeist,Fantasy Horror,Tobe Hooper,Heather O'Rourke,Zelda Rubinstein,Craig T. Nelson
brighton rock,Crime Drama Thriller,Rowan Joffe,Sam Riley,Sean Harris,Geoff Bell
saw v,Horror Mystery,David Hackl,Julie Benz,Costas Mandylor,Scott Patterson
machine gun mccain,Crime Drama Thriller,Giuliano Montaldo,John Cassavetes,Gena Rowlands,Britt Ekland
lol,Comedy Drama Romance,Lisa Azuelos,Nora Dunn,Lina Esco,Alix Freihage
jindabyne,Crime Drama Mystery Thriller,Ray Lawrence,John Howard,Deborra-Lee Furness,Max Cullen
kabhi alvida naa kehna,Drama,Karan Johar,Shah Rukh Khan,John Abraham,Preity Zinta
an ideal husband,Comedy Romance,Oliver Parker,Minnie Driver,Rupert Everett,Jeremy Northam
the last days on mars,Horror Sci-Fi Thriller,Ruairi Robinson,Romola Garai,Olivia Williams,Tom Cullen
darkness,Horror,Jaume Balagueró,Lena Olin,Giancarlo Giannini,Francesc Pagès
2001: a space odyssey,Adventure Mystery Sci-Fi,Stanley Kubrick,Keir Dullea,Gary Lockwood,Glenn Beck
e.t. the extra-terrestrial,Family Sci-Fi,Steven Spielberg,Henry Thomas,Dee Wallace,Peter Coyote
in the land of women,Comedy Drama Romance,Jon Kasdan,Kristen Stewart,Elena Anaya,Dustin Milligan
the blue butterfly,Adventure Drama,Léa Pool,William Hurt,Marc Donato,Raoul Max Trujillo
there goes my baby,Comedy Drama,Floyd Mutrux,Ricky Schroder,Kelli Williams,Seymour Cassel
lovesick            ,Comedy,unknown,Antonia Thomas,Johnny Flynn,Hannah Britland
housefull,Comedy,Sajid Khan,Arjun Rampal,Boman Irani,Riteish Deshmukh
september dawn,Drama History Romance Western,Christopher Cain,Jon Gries,Taylor Handley,Trent Ford
for greater glory: the true story of cristiada,Drama History War,Dean Wright,Santiago Cabrera,Eduardo Verástegui,Catalina Sandino Moreno
la famille bélier,Comedy Drama Music,Eric Lartigau,Karin Viard,Eric Elmosnino,François Damiens
good will hunting,Drama,Gus Van Sant,Robin Williams,Matt Damon,Minnie Driver
misconduct,Drama Thriller,Shintaro Shimosawa,Al Pacino,Anthony Hopkins,Glen Powell
saw iii,Horror Mystery,Darren Lynn Bousman,Costas Mandylor,Shawnee Smith,Leigh Whannell
stripes,Action Comedy War,Ivan Reitman,Bill Murray,Harold Ramis,Judge Reinhold
bring it on,Comedy Sport,Peyton Reed,Kirsten Dunst,Lindsay Sloane,Clare Kramer
the purge: election year,Action Horror Sci-Fi Thriller,James DeMonaco,Frank Grillo,Joseph Julian Soria,Mykelti Williamson
she's all that,Comedy Romance,Robert Iscove,Paul Walker,Clea DuVall,Kieran Culkin
precious,Drama,Lee Daniels,Mo'Nique,Gabourey Sidibe,Mariah Carey
saw iv,Horror Mystery,Darren Lynn Bousman,Costas Mandylor,Shawnee Smith,Angus Macfadyen
white noise,Drama Horror Mystery Thriller,Geoffrey Sax,Deborah Kara Unger,Keegan Connor Tracy,Mike Dopud
madea's family reunion,Comedy Drama Romance,Tyler Perry,Boris Kodjoe,Cicely Tyson,Blair Underwood
the color of money,Drama Sport,Martin Scorsese,Tom Cruise,Bill Cobbs,Mary Elizabeth Mastrantonio
the longest day,Action Drama History War,Ken Annakin,Richard Burton,Richard Beymer,Eddie Albert
the mighty ducks,Comedy Drama Family Sport,Stephen Herek,Lane Smith,Shaun Weiss,Elden Henson
the grudge,Horror Mystery Thriller,Takashi Shimizu,Sarah Michelle Gellar,Clea DuVall,Ted Raimi
happy gilmore,Comedy Sport,Dennis Dugan,Adam Sandler,Kevin Nealon,Frances Bay
jeepers creepers,Horror Mystery,Victor Salva,Eileen Brennan,Patricia Belcher,Jonathan Breck
bill & ted's excellent adventure,Adventure Comedy Music Sci-Fi,Stephen Herek,Keanu Reeves,George Carlin,Al Leong
oliver!,Drama Family Musical,Carol Reed,Oliver Reed,Ron Moody,Jack Wild
the best exotic marigold hotel,Comedy Drama,John Madden,Tom Wilkinson,Penelope Wilton,Celia Imrie
recess: school's out,Animation Comedy Family Mystery Sci-Fi,Chuck Sheetz,Diedrich Bader,Andrew Lawrence,Dabney Coleman
mad max beyond thunderdome,Action Adventure Sci-Fi Thriller,George Miller,Tina Turner,Bruce Spence,Angelo Rossitto
commando,Action Adventure Thriller,Mark L. Lester,Bill Duke,Vernon Wells,Rae Dawn Chong
the boy,Horror Mystery Thriller,William Brent Bell,Lauren Cohan,Rupert Evans,Stephanie Lemelin
devil,Horror Mystery Thriller,John Erick Dowdle,Bojana Novakovic,Bokeem Woodbine,Geoffrey Arend
friday after next,Comedy Drama,Marcus Raboy,John Witherspoon,Mike Epps,Katt Williams
insidious: chapter 3,Fantasy Horror Thriller,Leigh Whannell,Lin Shaye,Hayley Kiyoko,Leigh Whannell
the last dragon,Action Comedy Drama Music,Michael Schultz,Mike Starr,Vanity,Keshia Knight Pulliam
snatch,Comedy Crime,Guy Ritchie,Jason Statham,Brad Pitt,Jason Flemyng
the lawnmower man,Horror Sci-Fi,Brett Leonard,Jeff Fahey,Austin O'Brien,Troy Evans
nick and norah's infinite playlist,Comedy Drama Music Romance,Peter Sollett,Ari Graynor,Alexis Dziena,Aaron Yoo
dogma,Adventure Comedy Drama Fantasy,Kevin Smith,Matt Damon,Janeane Garofalo,George Carlin
the banger sisters,Comedy Drama,Bob Dolman,Erika Christensen,Eva Amurri Martino,Sal Lopez
twilight zone: the movie,Fantasy Horror Sci-Fi,Joe Dante,Albert Brooks,Al Leong,Vic Morrow
road house,Action Thriller,Rowdy Herrington,Ben Gazzara,Kevin Tighe,Kelly Lynch
a low down dirty shame,Action Comedy Crime,Keenen Ivory Wayans,Jada Pinkett Smith,Salli Richardson-Whitfield,Charles S. Dutton
swimfan,Drama Thriller,John Polson,Erika Christensen,Shiri Appleby,Jason Ritter
employee of the month,Comedy Romance,Greg Coolidge,Dane Cook,Danny Woodburn,Jessica Simpson
can't hardly wait,Comedy Romance,Harry Elfont,Ethan Embry,Lauren Ambrose,Charlie Korsmo
the outsiders,Crime Drama,Francis Ford Coppola,Tom Cruise,William Smith,Tom Waits
pete's dragon,Adventure Family Fantasy,David Lowery,Bryce Dallas Howard,Oona Laurence,Isiah Whitlock Jr.
the dead zone,Horror Sci-Fi Thriller,David Cronenberg,Tom Skerritt,Herbert Lom,Anthony Zerbe
